,caption,class
506,"People are talking, coins are being put into a machine, and then someone is sipping and sighing.",2
507,A female is sighing in a lower register.,2
508,Someone is making a sighing sound.,2
509,"Men are speaking, sighing, and walking.",2
510,"A group of men speaking, whispering, sighing and making sound effects in a room.",2
511,A female turtle is laying eggs and sighing.,2
512,"A female voice is inhaling, exhaling, and sighing.",2
513,Someone is making a sad female sigh.,2
514,Men speak and sigh can be heard.,2
515,A woman is sighing softly.,2
516,A girl is sighing.,2
517,Someone is sighing in fear.,2
518,"Men are speaking, breathing, sighing, and music can be heard.",2
519,Someone is sighing.,2
520,Someone is making a resignation sigh sound.,2
521,Steam hissing as high pressurized air is spraying followed by a man sighing aloud alongside footsteps clunking on a hard surface,2
522,A female voice is sighing.,2
523,Someone is sighing with pleasure.,2
524,Someone is sighing in awe and emotion.,2
525,"A woman is speaking, with a television on, and various sounds such as burping, sighing, chuckling and wind noise heard.",2
526,"Someone is yawning, stretching, sliding, screaming, breaking glass, and sighing/sobbing.",2
527,A person sighs.,2
528,"A woman speaks softly, a person sighs and walks, and children and a man speak.",2
529,Slow sighs from a man are present.,2
530,"A man is typing on a computer keyboard, speaking and breathing with background noise, and sighing.",2
531,"A man is speaking, with background noise and sounds of an explosion, beeps, and a sigh.",2
532,Someone is sighing passively.,2
533,"Music, a man speaking, car sounds, footsteps, conversation and sighs are heard.",2
534,"Children are heard singing, playing, and speaking while clapping and sighing.",2
535,Female sighs are being mixed.,2
536,A middle-aged woman is breathing and sighing.,2
537,"Someone sighs or makes an ""uh"" sound.",2
538,"Music is playing and a man speaks, sighs, clicks, taps, squeals, breathes, and sings.",2
539,Someone is sighing sadly for video games.,2
540,Mechanisms are clicking while a man is speaking with breathing and sighs in between.,2
541,A woman sighing in a studio recording.,2
542,Someone is sighing like a ghost.,2
543,Water running from a stream or waterfall while a man sighs in the background,2
544,"People are talking and sighing, with tapping sounds.",2
545,Someone is sighing into the microphones with mouth and nose at varied durations.,2
546,"Steps are taken, objects break, a buzz hums, a sigh is heard, people make sounds, and water flows.",2
547,Male sighs in frustration.,2
548,Someone is sighing before sleeping.,2
549,"Whooshing, water sounds, video game sounds, sighs, and conversation are heard with men speaking.",2
550,"A man speaks and breathing, sighing, gasping, and human voices can be heard, with more men speaking in the background.",2
551,Someone is taking a deep breath and sighing.,2
552,A female voice sighs and is processed with reverb.,2
553,Someone is sighing and breathing out.,2
554,A person barks like a dog and sighs,2
555,Someone is breathing heavily with sighing vocal noises.,2
556,"Humming, background noise, a bell ringing, sighing, sound effects, and men speaking are heard.",2
557,"Someone is sighing in a tired, irritated way.",2
558,Someone is getting tape off a cord and sighing.,2
559,"A woman is sighing possibly in frustration, exasperation, boredom, anger, etc.",2
560,"Men speak, background noise, breathing, and sighs can be heard.",2
561,Someone is out of breath and sighing.,2
562,A man is sighing in exasperation.,2
563,"Music plays while a man sings and sighs, followed by silence and heartbeat sounds.",2
564,A woman is making frightened or sighing sounds.,2
565,Sigh of a child is heard.,2
566,A rhythmic dull pounding continues while a woman sighs.,2
567,"A man is sighing, ticking and speaking with beeps and mechanisms.",2
568,Someone is exhaling a long sigh.,2
569,"A man and woman speak inside a small room with conversation, silence, breathing, sighs, and conversation also heard.",2
570,Somebody murmurs at that point pours a fluid while somebody strolls around out of sight.,2
571,Someone created a sound from a sigh and yawn.,2
572,A child is sighing after running.,2
573,A man speaks and sighs as a clock ticks.,2
574,A young man sighs.,2
575,"Tweezers are in contact with a tooth, with a person sighing and breathing in the background.",2
576,"Wind noise, wind, eruptions, breathing, male speech, sighs, and human sounds are heard.",2
577,"A woman speaks, background noise, breathing, sighs, human sounds, and more women speaking can be heard.",2
578,"A man is speaking, music and conversation can be heard, and breathing, sighs, a woman speaking, chuckles, and male speech are present.",2
579,Someone is gulping down a liquid and sighing contentedly.,2
580,A woman speaks and burps with a man speaking and sighing.,2
581,A girl is sighing deludedly.,2
582,A ghost female sigh.,2
583,Someone is sighing and expressing amazement and emotion.,2
584,"Music plays with wind, human sounds, bird calls, shouts, a bell, a sigh, and speech synthesizer heard.",2
585,A male voice is sighing breathily with variations.,2
586,Someone is sighing with a close-mouthed inhale and loud exhale.,2
587,Someone is sipping coffee and sighing.,2
588,Background noise is heard with people sneezing and breathing.,3
589,"People are sneezing, babbling, speaking, and breathing.",3
590,A person sneezing,3
591,Someone is sneezing from dust.,3
592,Mechanisms and people sneezing and breathing can be heard.,3
593,"People are speaking, a television is playing, whistling, sneezing, breathing, and making other sounds.",3
594,Someone is sneezing to form a dinosaur roar.,3
595,A woman sneezes before describing the side effects of her cold,3
596,"People breathe, sneeze, and speak in a small room.",3
597,A person describes something to another person followed by a sneeze and a clicking sound,3
598,A person speaks while a small dog barks and sneezes,3
599,A child sneezes,3
600,Person talking and a sneeze,3
601,A baby sneezes loudly several times nearby,3
602,Humming with a person sneezing nearby and some light rustling,3
603,A woman sneezes multiple times,3
604,"A woman pants then sneezes, followed a man briefly speaking",3
605,Water running and person sneezing and breathing,3
606,Someone sneezing with the aid of pepper.,3
607,Someone is trying to sneeze with pepper.,3
608,Man sneezing into hands.,3
609,Someone sneezes several times and a woman talks,3
610,A man and woman speak with music and sneezes.,3
611,A female speaking and sneezing,3
612,A few breaths of a woman followed by a loud sneeze,3
613,Pots and pans being used and person sneezing,3
614,"Background noise and human sounds (e.g. breathing, sneezing) can be heard, with occasional speech.",3
615,Heavy rain steadily falls then thunder rolls in the background and a person sneezes.,3
616,Someone is sneezing in a recording studio.,3
617,Someone is sneezing while wearing a hat.,3
618,The sneeze of a woman was preceded by many people conversing in the distance and a few footsteps.,3
619,"A female voice over a radio, sirens, and a man sneezing",3
620,Somebody sneezing,3
621,A woman sneezing,3
622,"A mechanical rattling resonance occurs upon lowering acceleration of a vehicle, followed by sneezing of a woman.",3
623,"A vehicle accelerates then diminishes, a mechanical rattling resonating then a woman sneezes.",3
624,"A man is speaking and sneezing, with ticking mechanisms and conversation in the background.",3
625,Someone sneezes in a sound booth.,3
626,A person sneezes and then blows their nose,3
627,An adult woman sneezes,3
628,A sneeze and human sounds are heard.,3
629,"Men and women are talking, there is music playing, and someone giggles and sneezes.",3
630,"Adults are making calls and returning to nests, with movement, wing flapping, sneezes, and excreting sounds from a well-grown chick in the nest, and background sounds of different birds.",3
631,"A woman sneezes, speaks, and a man speaks while birds chirp amidst background noise.",3
632,A television and mechanisms are on as people speak and sneeze.,3
633,"Child speech, background noise, ticks, human voices, giggles, sneezes, and thunks intermingle.",3
634,Someone is sneezing in slow motion.,3
635,"Women are speaking, mechanisms are making sounds, glasses are clinking, and people are sneezing, meowing, chewing, and making noises.",3
636,A woman is speaking and beeping sounds are occurring while more speaking takes place and a sneeze is heard.,3
637,Men speak while a child sneezes.,3
638,"A woman speaks while a person sneezes, claps and breathes.",3
639,"A young female and young male speak in the background, and a sneeze occurs in the foreground",3
640,"People sneeze and walk around, slamming doors, with music and ticking sounds in the background.",3
641,"A person sneezes and background noise, human voice, and breathing can be heard.",3
642,A person sneezes and thumps occur,3
643,"A man sneezes and people are speaking, bouncing, tapping, giggling, and making noise with machinery in the background.",3
644,"Music, human voices, female speech, sneezing, and human voices are heard.",3
645,"A man sneezes, clicks, scrapes, gasps, and makes mechanisms sounds.",3
646,Woman are speaking and person sneezes,3
647,A woman sneezes several times,3
648,A person sneezes several times loudly,3
649,A person breathes in and then sneezes,3
650,Sneezing and breathing occur alongside a woman speaking.,3
651,Someone is taking in a breath before sneezing.,3
652,Someone sneezes and then speaks,3
653,A person sneezes several times nearby,3
654,A sneeze with some rattling and a man breathing,3
655,Someone is sneezing with terrible allergies.,3
656,A woman moans and slurps up nose gunk and fake sneezes,3
657,Someone is sneezing and it was turned into an ambient drone.,3
658,A woman sneezing and breathing,3
659,"Children are speaking, sneezing, and breathing in a noisy environment.",3
660,A man is sneezing loudly.,3
661,A child sneezing,3
662,A man sneezes all over everything,3
663,"People are breathing, sneezing, and speaking.",3
664,"A woman is speaking, breathing, babbling and sneezing with ticks in the background.",3
665,A steady sheet of rain falls softly as thunder rumbles and then someone sneezes.,3
666,"A person sneezes, with male speech, ticking, a meow, mechanisms, and wind noise in the background.",3
667,A woman speaks and a baby sneezes,3
668,Low pinging sounds. Somebody sneezes followed by a woman talking,3
669,An adult female is sneezing,3
670,A woman sneezing and then relief,3
671,A woman talks and then sneezes,3
672,A person is sneezing next to the mic.,3
673,People breathe and sneeze in the midst of background noise.,3
674,"Television noise, male speech, music, and sneezing are heard.",3
675,Sneezes and breathing sounds happen with human noises and snoring.,3
676,Music plays and people sneeze and breathe over background noise.,3
677,Single female sneeze.,3
678,Birds sing and a person sneezes.,3
679,A woman sneezing then speaking followed by another sneeze,3
680,"Music plays, men are speaking, and sneezing, shouting, and mechanisms are heard.",3
681,"A person sneezes nearby, followed by shuffling",3
682,"A woman is speaking, breathing, and sneezing, with mechanisms and music in the background.",3
683,A sneeze and then a woman is speaking,3
684,People are talking and sneezing.,3
685,A baby is sneezes light and a man and woman are talking,3
686,Someone is sneezing in a crowd.,3
687,"A person is sneezing, tapping, breathing, and making human sounds.",3
688,"Music, sneezing, and men speaking are heard.",3
689,Water trickling as an electronic girl voice talks then sneezes.,3
690,"Noise, music, and human speech with clicking and sneezing are heard.",3
691,A person sneezes then a woman speaks then sneezes,3
692,"Music is playing, people are sneezing, breathing, and background noise is heard.",3
693,Someone sneezes loudly,3
694,"A man is speaking, sneezing, and making human sounds.",3
695,"A woman speaks after sneezing, then there are ticking and breathing sounds.",3
696,A dog growls and a man sneezes while music plays and people talk.,3
697,Music plays followed by a door opening and a woman sneezing,3
698,A young girl sneezing then speaking,3
699,"People are talking, panting, sneezing, and animals are making sounds while mechanisms are operating.",3
700,Someone sneezes followed by a woman talking,3
701,"Human sounds, breathing, and a sneeze are heard with background noise.",3
702,"A child speaks in a conversation with breathing, sneezing, and background noise.",3
703,"A woman speaks, mechanisms squeak, surfaces make contact, and someone sneezes.",3
704,A person sneezes loudly nearby,3
705,A baby is sneezing.,3
706,A girls gasp repeatedly then sneezes,3
707,A person sneezes and talks while tapping and scraping noises can be heard.,3
708,Adult female sneezing,3
709,Man talking in a hushed tone followed by a large sneeze,3
710,Someone is sneezing in the next room.,3
711,A man is murmuring with a sneeze sound,3
712,Someone sneezes nearby,3
713,A child is sneezing while birds are chirping in the background.,3
714,A woman and a man sneeze and speak with background noise.,3
715,Two men talk followed by someone sneezing,3
716,A person breathes and sneezes,3
717,Sound of a man sneezing.,3
718,A child sneezes repeatedly,3
719,"People sneeze, breathe, and speak over background noise and wind noise.",3
720,"People are talking, and someone sneezes",3
721,"A man is speaking, with background noise, a sneeze, human voice, applause, and more speech heard.",3
722,A young woman is sneezing.,3
723,A younger female sneezing then blowing her nose twice,3
724,"A child sneezes once, then talks quietly",3
725,"Breathing, sneezing, and speech sounds occur amidst human sounds and mechanisms.",3
726,A man speaks followed by sneezing and then a young girl speaking,3
727,"An explosion, sneeze, music, male speech, sound effects, and breathing sounds are heard.",3
728,"Mechanisms are heard, people are speaking, gasping, and sneezing.",3
729,"A man sings, music plays, clapping, human voice, sneezing, and more are heard.",3
730,Cars are driving and people are sneezing in the background.,3
731,"Background noise and human sounds, sneezing, and breathing are heard.",3
732,People are sneezing and breathing.,3
733,Man sneezes during his speech,3
734,"Mechanisms are making noise, a person is sneezing, music is playing, and ticking sounds are heard.",3
735,Someone is fake sneezing.,3
736,Someone is sneezing and recovering.,3
737,"Someone is sneezing, blowing, getting tissues, putting away tissues, and being sick.",3
738,A woman sneeze followed by rustling,3
739,A person sneezing repeatedly,3
740,People are breathing and sneezing while paper crumples and objects scrape.,3
741,Breathing and sneezing are interspersed with human sounds and mechanisms.,3
742,A man is sneezing,3
743,A woman sneezes and a baby make sounds,3
744,A person talks and then catches his breath and sneezes,3
745,Humming followed by a sneeze then boys speaking,3
746,A man making noise up to a sneeze,3
747,"A man speaks with background noise and birds chirping, with occasional sneezes and speech.",3
748,People speak and someone sneezes,3
749,Someone is trying to get sneezes.,3
750,"Women sing, sneeze, and music plays.",3
751,Loud and quick repetitive sneezing by a woman,3
752,"A fan hums in the background, and then a person sneezes loudly",3
753,"Mechanisms are ticking, breathing, sneezing, and a man is speaking.",3
754,Someone is sneezing during a voiceover session.,3
755,"Breathing, human voices and speech, and sneezing are heard.",3
756,"A person is breathing heavily, gasping, and sneezing.",3
757,A female voice sneezing,3
758,"A person sneezes, with human sounds and breathing in the background.",3
759,"Mechanisms sound with breathing, sneezing, and human sounds.",3
760,"People are breathing, sneezing, and making various sounds.",3
761,Young woman is sneezing.,3
762,A woman speaking followed by two sneezes,3
763,"Sneeze, chuckle, breathing, and a woman speaking with background noise.",3
764,"Background noise, breathing, sneezing, giggling, clicking, and female speech are heard.",3
765,Someone is sneezing.,3
766,Young woman makes fake sneeze sound then speaks,3
767,A man speaks and then sneezes,3
768,"A woman is speaking and screaming while other sounds, like sneezing and ticking, are present in the background.",3
769,"Mechanisms, breathing, and human voices, including sneezing, are heard.",3
770,"A woman is speaking, mechanisms are making noise, and a cat is purring while people breathe and sneeze.",3
771,Someone sneezes on a plane.,3
772,"A woman is speaking, breathing and ticking sounds are heard, wind noise is heard, and a person sneezes.",3
773,"A person is sneezing, breathing, and a dog barks.",3
774,A man is speaking and sneezing with mechanisms and a mains hum.,3
775,Someone is sneezing while recording something else.,3
776,"Mechanisms, sneezes, ticking, breathing, and human sounds are heard.",3
777,A man is speaking and a cat is sneezing,3
778,A woman sneezes a few times,3
779,"Man talking, while cat hisses followed by a woman sneezing",3
780,"Mechanisms, breathing, gasps, sneezing, human sounds, and surface contact are heard.",3
781,A woman is sneezing.,3
782,"Mechanisms, breathing, babbling, and a child speaking are heard with a sneeze and surface contact in the background.",3
783,A woman talks and then begins to breathe in short bursts followed by a sneeze,3
784,A dog whimpers as someone sniffles,4
785,The distant chirping of a bird followed by a close person sniffling then hitting a metal object,4
786,A giant anteater is moving and sniffing. Occasional human breath can be heard in the foreground.,4
787,Men are speaking amidst background noise and sniffing.,4
788,"Men speak, mechanisms beep, and a man sniffles.",4
789,"A man speaks amid background noise, then sniffs and snorts.",4
790,"Mechanisms, conversations, and men are speaking while breathing and sniffing sounds are heard.",4
791,Sniffs and a family argument over food are heard.,4
792,"Men speak in a mechanical environment, with ticking, human voices, sniffing sounds.",4
793,A man is breathing and speaking with ticking noises and occasional sniffing.,4
794,A woman is walking in heels and sniffles her nose while others talk in the background.,4
795,"A man speaks and types on a computer, occasionally sniffing.",4
796,"Sniffing, tapping, creaking, and various human sounds and mechanisms can be heard.",4
797,An engine revs loudly as a man sniffles,4
798,A male sniffing.,4
799,"Men are speaking and sniffing with ticking and crowd noise, and breathing sounds in the background.",4
800,"Surface contacts, tearing, and sniffing sounds are heard with human sounds.",4
801,"Footsteps are walking, a man is speaking, and there are various sounds including a pop, crinkling, sniffing, and thumping.",4
802,"Mechanisms and telephones ring while people sniff, speak, and answer the phone.",4
803,"Crumpling, wind noise, man speaking, sniffing, and more crumpling can be heard.",4
804,"Mechanisms, a child's speech, and clicking are heard, with a coin being dropped and sniffing noises.",4
805,"A man speaks, background noise, sniffing, surface contact, camera sounds, and breathing can be heard.",4
806,"Mechanical sounds, dishes, footsteps, barking, sniffing, pouring, breathing, male speech, and surface contact can be heard.",4
807,"A voice of a woman is audible over someone sniffing loudly, and then clacking busy footsteps proceed.",4
808,Men are speaking and breathing with occasional sniffing.,4
809,"A dog sniffs, followed by ducks quacking loudly several times nearby and people talking in the background quietly",4
810,"Music, conversation, clapping, speech, sniffing and human voices are heard.",4
811,"Mechanical sounds mix with human breathing, sniffles, and occasional female speech.",4
812,Rustling follow by someone blows their nose and sniffing,4
813,"A man is speaking with surface contact sounds, tick, and sniffing.",4
814,Someone is sniffing.,4
815,"People are talking, sniffing and ticking with mechanisms operating.",4
816,"People are speaking, sniffing, and having a conversation.",4
817,Plastic crinkling followed by dishes and plastic clanking then a person sniffing,4
818,A person is sniffing.,4
819,Mechanisms tick and snore while someone occasionally sniffs and gasps.,4
820,"Various sounds including mechanisms, beeps, whispers, phone ringing, taps, male and child speech, breathing and sniffing.",4
821,Someone is sniffing continuously.,4
822,"Rodents can be heard, along with mechanisms, women speaking, sniffing, and breathing.",4
823,Fabric rustling followed by a person sniffing then a toilet flushing,4
824,Water flows and wind blows as the person sniffles.,4
825,A woman speaks amid mechanisms and tick and sniff sounds with breathing and whispering.,4
826,A woman speaks while a child sniffles and cries,4
827,"While others talk in the background, a woman is walking in heels and sniffles her nose.",4
828,"A man is typing on a computer keyboard, sniffing, and speaking.",4
829,"A man is crying and sniffing with background noise, a man is speaking.",4
830,"Sniffing and breathing sounds are heard, with surface contact and human sounds.",4
831,Someone is digging a grave with heavy breathing and sniffling.,4
832,A woman speaks as someone clicks and sniffs in the background.,4
833,Birds and insects chirp while a man speaks with breathing and sniffing sounds.,4
834,Someone is sniffing for a smell.,4
835,"People are conversing with background noise, a man speaking, ticking, sniffing, breathing, splashing.",4
836,Someone is sniffing through nostrils with quick sniffs.,4
837,"Human sounds, ticking, breathing, female speech, and sniffing are heard.",4
838,"Mechanisms, a man speaking and sniffing, and creaking are heard.",4
839,"A man is speaking, a dog is barking, a pig is grunting, and sniffing noises are heard.",4
840,"Breathing, child speech, and sniffing sounds mix with background noise.",4
841,"A man is speaking to a crowd with thumping, sniffing, clapping and battle cries.",4
842,"Wind noise, breathing, and a man speaking are heard, with sheep bleating and sniffing.",4
843,"Men speak with ticking sounds, breathing, and sniffing.",4
844,"Male speech, breathing, and tick sounds occur amidst mechanisms and sniffs.",4
845,"Water is splashing and gurgling and a cat meows, and someone sniffs",4
846,Bubbling and trickling noises as child speaks and sniffles,4
847,A wind howls through a narrow entrance way as a man sniffs in the cold.,4
848,"People are speaking, singing, sniffing, and birds are vocalizing, all with wind and microphone wind noise.",4
849,"People are speaking, sniffing, and making human sounds with mechanical noise in the background.",4
850,"Background noise, breathing, and sniffing are heard over human sounds.",4
851,"Music and sound effects play while a man speaks, taps, and sniffs.",4
852,A sheep baas as a man sniffles,4
853,Someone is violently sniffing.,4
854,A woman speaks over rattling and sniffing sounds.,4
855,"The sound of birds singing, splashing, and someone breathing and sniffing can be heard amidst background noise.",4
856,People are talking and sniffing while human voices are heard.,4
857,"Mechanisms click, people breathe, speak, sniff, and tap.",4
858,"Video game sounds mix with keyboard clicks, sniffing, surface contacts, and male speech.",4
859,"Pattering sounds with background noise and bird chirps occasionally, and a man speaks and sniffs intermittently.",4
860,"People are chuckling, sniffing, speaking, and making sound effects.",4
861,"A woman speaks, breathes, sniffs and makes speech sounds over background noise and ticking sounds.",4
862,"Crying, a man speaking, sniffing, and background noise with breathing are heard.",4
863,Someone is sniffing twice.,4
864,"People speak, breathe, growl, sniff, and make animal sounds in the wind.",4
865,A man breathes and sniffles as loud rumbles of thunder sound far off in the distance.,4
866,"A bee buzzes, a man speaks, and various sounds such as sniffing, clicking, and crowing are heard.",4
867,"A young person speaks, then sniffs",4
868,"Water flows and fills a sink in a small room, while a person sniffs and breathes.",4
869,"Mechanisms are making sounds, a woman is crying and speaking, and sniffing sounds are heard.",4
870,A person is walking near flowing water and sniffling while the wind blows.,4
871,"A woman singing, background noise, and sniffing are heard.",4
872,Someone is sniffing and crying.,4
873,Typing sound and man sniffling and talking,4
874,"Beeping, a woman speaking, chewing, sniffing, and animal sounds are heard.",4
875,Water lightly streaming and splashing with a person sniffling then water splattering on a surface,4
876,"A man is speaking, with a truck and wind noise, and there is human voice and sniffing.",4
877,A person exhaling and sniffling,4
878,A person sniffs then starts an engine,4
879,Someone is sniffing in different variations.,4
880,A woman is speaking and sniffing with background noise.,4
881,"A woman is speaking, a car is passing by, people are crying and shouting, and sniffling and breathing sounds are heard.",4
882,"A man speaks, followed by mechanisms ticking, sniffing, scraping, and breathing.",4
883,Loud animal grunting sounds followed by a speaking man and sniffing,4
884,"Wind noise and breathing can be heard, with someone breaking something, clapping, shouting, and sniffing.",4
885,"Music, mechanisms, sniffing, and a man speaking are heard.",4
886,"A hair dryer is running, a man is speaking and breathing, and mechanisms are working with sniffing sounds.",4
887,"A man is speaking while an engine is heard, with ticks and sniffing sounds.",4
888,A woman speaking as an infant cries then sniffling,4
889,"A man is speaking while a dog sniffs and a bird sings, with background noise.",4
890,Background noise is heard while someone sniffs and breathes.,4
891,"A person sniffs while walking, a rustling sound occurs and someone talks",4
892,A man speaking then sniffling briefly then talking again after an infant cries,4
893,Someone is sniffing a flower.,4
894,"A dial tone is heard, a man is speaking, breathing, sniffing and clicking are heard.",4
895,Someone is sniffing and rubbing their nose.,4
896,A person sniffling followed by a clock ticking and rubbing on a cloth then nail biting and a series of electronic beeps,4
897,"Women speak, breathe, whine and sniff.",4
898,A man talks and sniffs his nose while clocks do ticktock.,4
899,A person sniffs and clicks while speaking.,4
900,Sniffing and barking are heard amidst human sounds and background noise.,4
901,"A woman speaks and sniffles, gasps, and breathes around mechanisms.",4
902,Birds sing as a man speaks and sniffs among wind noise.,4
903,"A television is on, kids are shouting and speaking, music is playing, and humming and sniffing can be heard.",4
904,"A road vehicle is moving, sniffing, tapping, and ticking sounds are present, with men speaking.",4
905,A man whistles and speaks while a TV plays and people sniff and talk in the background.,4
906,"Music is playing, a man is speaking, and various sounds are heard including video game sounds, clicking, breathing, and sniffing.",4
907,Mechanisms and sound effects occur while someone sniffs and talks.,4
908,"Sniffing, human voice, breathing, and a baby crying are heard.",4
909,A child speaks and cries intermittently with breathing and sniffing sounds.,4
910,A woman speaks and sniffs while surrounded by background noise.,4
911,Someone is sniffing or smelling something.,4
912,"People make sounds while hiccuping, chuckling, and sniffing.",4
913,Wind blows and people breathe and sniff.,4
914,"A man is speaking, tools are functioning, sniffing is heard, tapping is heard, and mechanisms are functioning.",4
915,"There is background noise, a man speaking, sniffing, surface contact, breathing, music, and more.",4
916,A woman is saying something then sniffles and blows her nose,4
917,Emergency sirens sound as a truck drives off followed by a person sniffling then a man talking,4
918,Someone sniffing with nose.,4
919,"Human sounds, mechanisms and male speech, hiccuping, burping, and sniffing are heard.",4
920,Someone is sniffing roses and hearing bird calls.,4
921,A man is speaking while mechanisms and sniffing noises are present.,4
922,Someone is sniffing through their nose outdoors.,4
923,"A man is speaking while ticks, duck calls, and sniffing sounds are heard with wind noise in the background.",4
924,"Mechanisms click, people breathe, snore, speak, sniff, and snore amidst clicking sounds.",4
925,Camera muffling and footsteps on snow as a young man talks followed by flames igniting then another man speaking in the background then a person sniffling before talking,4
926,A person hums and sniffs.,4
927,"Women speak, birds vocalize, and a sniff occurs.",4
928,Men speak with sniffing and background noise.,4
929,Mechanisms operate and a person sniffs.,4
930,Someone's dog is sniffing and playing tug-o-war.,4
931,"Mechanisms, women speaking, and animal sounds, including tapping, sniffing, and animal noises, can be heard.",4
932,Chewing and sniffing sounds emanate from a mechanism.,4
933,A background noise is present while birds caw and a person breathes and sniffs.,4
934,Music is playing with a person sniffing and synthetic singing.,4
935,"The sounds of barking dogs, television, mechanisms, sniffing, wind, human voices, a man speaking, and barking can be heard.",4
936,"Sniffing, mechanical, and wailing sounds, with a man speaking in between.",4
937,"People are sniffing, birds are chirping, breathing and chewing is heard.",4
938,A baby is sniffling and fussing.,4
939,Someone is snuffling/sniffing twice.,4
940,A woman speaking then sniffing followed by plastic clicking and a goat baaing as metal clangs in the background,4
941,"Human voice, sniffing, and rubbing on wood.",4
942,Someone is taking a long wet sniff.,4
943,"A man speaks with background noise, sniffing, and artillery fire.",4
944,"Mechanisms sound, a man speaks, sniffing can be heard, and breathing can be heard.",4
945,Someone is sniffing deeply.,4
946,"A man is speaking, barking, scraping, sniffing, and more barking sounds are heard.",4
947,"Shouts, mechanisms, bird vocalizations, and dripping sounds can be heard along with child speech and a sniffing noise.",4
948,"People are crying, sniffing, speaking, and taking photos while clocks are ticking.",4
949,Someone is taking a sniff.,4
950,"A woman and a man are speaking, with various sounds such as sniffing, tapping, and mechanisms in the background.",4
951,A man sniffing and crying with a woman who mutters in the background,4
952,"Male and child speech is interspersed with mechanisms, breathing, and sniffing, before hiccups and giggling.",4
953,A person blowing their nose and sniffling followed by camera muffling,4
954,"A man speaks, surrounded by birds chirping and cawing, with occasional sniffing sounds.",4
955,Someone is sniffing/breathing in.,4
956,Someone sniffing their nose.,4
957,A bee is buzzing and a man is speaking with a bird chirping and sniffing.,4
958,Plastic clanking followed by a person sniffing then footsteps walking on a hard surface,4
959,"People are speaking, mechanisms are ticking, and people are sniffing and breathing.",4
960,Waves breaking along with wind noise on microphone followed by someone sniffling,4
961,"Mechanisms are ticking, a woman is speaking, breathing, sniffing, and speaking again.",4
962,"A woman is crying, breathing, and speaking with ticking and sniffing sounds in the background.",4
963,"Sniffing, male speech, and ticking sounds.",4
964,"Ticking sounds, background noise, men and a woman are speaking, music is playing, and sniffing is heard.",4
965,A man sniffs as an engine is started.,4
966,People are making sniffing sounds.,4
967,"Mechanisms are being operated, with cats making sounds, tapping, sniffing, breathing, and people speaking in the background.",4
968,Someone is sniffing an empty cup.,4
969,"Female speech and gasps mix with conversation, pouring, sniffing, and breathing sounds.",4
970,A girl is sniffing with a dry nose.,4
971,"Babbling, breathing, giggling, sniffing, and human voices are heard.",4
972,A person sniffs repeatedly while the sound of metal clicking speeds up.,4
973,Someone is sniffing with a semi-blocked nose.,4
974,"A woman is speaking, breathing, and sniffing, with background noise.",4
975,"People speak over breathing, sniffling, and squeaking noises in the background.",4
976,People are sniffing and breathing with background noise.,4
977,Someone is sniffling.,4
978,"Female speech, crumpling and sniffing sounds are heard.",4
979,"People shuffle cards, background noise, a child speaks, and someone sniffs.",4
980,"A man speaks, applause, cheering, and speech noise are heard, the man speaks again, throats clear, and the man speaks again.",5
981,Mechanisms and dogs make noise while people speak and clear their throats.,5
982,"A man is speaking and clearing his throat, followed by a fart sound.",5
983,"Human sounds and breathing alternate with speech, throat clearing, and more sounds.",5
984,"Someone is chewing, whispering, and clearing their throat.",5
985,"A conversation, woman's speech, and man's speech are heard, with rain, footsteps, and throat clearing.",5
986,"A man is speaking, artillery fire erupts, and people clap with some throat clearing.",5
987,Man giving a speech and clearing throat some speaks in response,5
988,"Someone is kicking, shuffling their shoes, walking, and opening doors. A man is clearing his throat.",5
989,"A man is speaking with music, throat clearing sounds, and more man speaking.",5
990,A woman clears her throat as she is speaking over an intercom.,5
991,"A man is speaking, mechanisms are ticking, and someone clears their throat.",5
992,"Various video game sounds, human sounds, and child speech are heard amidst throat clearing and sound effects.",5
993,Music playing and people breathing and clearing their throat in a small room.,5
994,Pets and cats meow while a person clears their throat in a small room with a hum and mechanical sounds.,5
995,"Men talk over background noise, with conversation and throat clearing.",5
996,"A man speaking is heard, followed by rubbing, tapping, human sounds, throat clearing, and mechanisms.",5
997,"Someone clears their throat and the sounds of nature follow, a bird chirps and bugs buzz",5
998,A person inhales and clears her throat then speaks,5
999,"A ticking mechanism is accompanied by throat clearing, breathing, and a female voice speaking.",5
1000,"Background noise, clicking, a man speaking, breathing, alerts and throat clearing.",5
1001,"A man speaks, birds chirp, water is heard, throat clearing, and mechanisms are used amidst an oink.",5
1002,A man is speaking and mechanisms are operating. A gasp and throat clearing sound are heard.,5
1003,"A woman speaks, background noise and breathing are heard, throat clearing sounds are made.",5
1004,"Men are speaking, making fire, clearing their throat, and making human sounds with background noise and bird vocalizations.",5
1005,Music plays and a child clears their throat before singing.,5
1006,A girl is clearing her throat.,5
1007,"Water and men speaking sound, with throat clearing and some liquid noise.",5
1008,"While people are talking and someone is clearing her throat, a woman is giving announcement before taking off.",5
1009,"Mechanisms can be heard as a man speaks, clears his throat, and ticks can be heard during speech.",5
1010,"Someone whispers, mechanisms activate, and breathing is heard while someone clears their throat and touches a surface.",5
1011,A woman is clearing her throat in different tones.,5
