,caption,class
747,silence in office,10
748,a sound of office,10
749,cars horn in office,10
750,children are playing in office,10
751,a blend of office sounds,10
752,they are playing sports at office,10
753,a recording of office,10
754,a snippet of the office sound,10
755,a sound at office,10
756,this is a sound of office,10
757,this is a fading sound at office,10
758,a poor quality recording of office,10
759,this is a sound in office,10
760,office is quiet,10
761,they are having fun at office,10
762,office sound can be heard,10
763,the sound of office,10
764,a small sound of office,10
765,a loud sound of office,10
766,animal sounds in office,10
767,they are buying food at office,10
768,office,10
769,office sound in a video,10
770,office is playing music,10
771,office sound is being recorded,10
772,sound on office,10
773,some noise at the office,10
774,a clear sound of office,10
775,this is a sound on office,10
776,tourists are shopping in office,10
777,this is a repetitive sound of office,10
778,Someone is recording woodpeckers in the park.,11
779,Someone is visiting a cemetery and hearing the sounds in the parking lot.,11
780,People are gathered in a group at a park on a windy day.,11
781,Someone is recording in a park in the autumn.,11
782,The sound of someone running in a park is being recorded.,11
783,Someone is crunching dead leaves in the park.,11
784,a group of people gathering at a park on a windy day.,11
785,"As their children played in the park, two women continued on with their conversation.",11
786,There is a quiet ventilation in a parking garage.,11
787,A bird is singing in a park with a concrete hammer in the background.,11
788,Kids are playing and a machine is picking up the structure of a public exhibition in a park.,11
789,"A microphone is over a tree in the park, near a fountain and kids playing.",11
790,Someone is tapping a metal sign in the park.,11
791,"Quiet discussion during a walk in the park, with background party and insects.",11
792,Someone is walking in the snow in a park with city noise in the background.,11
793,The sound of a parking garage with heavy ventilation is recorded.,11
794,A pigeon is echoing in a park and another bird is fluttering near the microphone.,11
795,Someone is playing a modified electroacoustic kora in the park.,11
796,A welcome song is being recorded at the entrance of a park.,11
797,Someone is taking a quick walk in the park.,11
798,An old man is playing an erhu by the edge of a pond in a park.,11
799,"""People are lying on the grass, chattering, and drinking in a park."".",11
800,Someone is cutting the grass in a park.,11
801,Someone is standing by a fountain in the park.,11
802,The sound of someone running in a park.,11
803,A person filming a water fountain in the park,11
804,Someone is walking in the park.,11
805,A person and their dog are walking in a park.,11
806,Old folks are singing in a park and someone is playing the accordion.,11
807,Someone is walking in the parking.,11
808,Someone is breaking twigs and bark that they collected off the soil in a park.,11
809,Monk parakeets are chirping in the park.,11
810,The sounds of air conditioner compressors and distant birds can be heard in a parking deck.,11
811,Simple talks in a queue for an attraction in the park.,11
812,Someone is parked in the park and receives a call.,11
813,Someone is asking where's the doggy gone in the park.,11
814,Someone is making the sound of a metal flap on a park trash can.,11
815,Someone is walking in a park and recording the environment.,11
816,a clear sound of park,11
817,a recording of park,11
818,they are having fun at park,11
819,the sound of park,11
820,a small sound of park,11
821,cars horn in park,11
822,a loud sound of park,11
823,people are talking on park,11
824,park is quiet,11
825,animal sounds in park,11
826,this is a sound on park,11
827,children are playing in park,11
828,this is a fading sound at park,11
829,people are eating at park,11
830,they are buying food at park,11
831,sound in the park,11
832,a sound at park,11
833,people are travelling on park,11
834,park is playing music,11
835,this is an annoying sound in park,11
836,silence in park,11
837,people are gathering at park,11
838,park sound can be heard,11
839,driving cars on park,11
840,sound on park,11
841,park sound is being recorded,11
842,a sound of park,11
843,they are playing sports at park,11
844,human activity sound in park,11
845,a blend of park sounds,11
846,people are chatting on park,11
847,pets making sound in park,11
848,a poor quality recording of park,11
849,tourists are shopping in park,11
850,this is a clear sound of park,11
851,some noise in park,11
852,someone is doing some cleaning in park,11
853,a snippet of the park sound,11
854,park,11
855,this is a sound of park,11
856,this is a repetitive sound of park,11
857,this is a sound in park,11
858,this is a sound at park,11
859,park sound in a video,11
860,a noisy park sound,11
861,family are watching TV at park,11
862,the sound of park,11
863,some noise at the park,11
864,this is a continuous sound in park,11
865,Sounds are being recorded on the street in a neighborhood.,12
866,Someone explains the life of a person in a neighborhood.,12
867,Someone is using a petrol lawn mower in the neighborhood.,12
868,Someone is walking on the neighborhood.,12
869,Someone is working and hammering on wood in the neighborhood.,12
870,people are gathering at residential area,12
871,silence in residential area,12
872,human activity sound in residential area,12
873,they are playing sports at residential area,12
874,children are playing in residential area,12
875,people are travelling on residential area,12
876,a noisy residential area sound,12
877,they are buying food at residential area,12
878,this is a repetitive sound of residential area,12
879,pets making sound in residential area,12
880,this is a continuous sound in residential area,12
881,this is an annoying sound in residential area,12
882,people are chatting on residential area,12
883,a recording of residential area,12
884,sound on residential area,12
885,this is a sound in residential area,12
886,this is a sound of residential area,12
887,a clear sound of residential area,12
888,residential area is quiet,12
889,tourists are shopping in residential area,12
890,this is a sound on residential area,12
891,a sound at residential area,12
892,cars horn in residential area,12
893,this is a fading sound at residential area,12
894,a blend of residential area sounds,12
895,a sound of residential area,12
896,a loud sound of residential area,12
897,the sound of residential area,12
898,a poor quality recording of residential area,12
899,residential area,12
900,someone is doing some cleaning in residential area,12
901,a snippet of the residential area sound,12
902,some noise at the residential area,12
903,this is a sound at residential area,12
904,residential area sound is being recorded,12
905,a small sound of residential area,12
906,driving cars on residential area,12
907,people are eating at residential area,12
908,residential area sound can be heard,12
909,some noise in residential area,12
910,family are watching TV at residential area,12
911,this is a clear sound of residential area,12
912,people are talking on residential area,12
913,animal sounds in residential area,12
914,residential area is playing music,12
915,residential area sound in a video,12
916,they are having fun at residential area,12
917,sound in the residential area,12
918,the sound of residential area,12
919,The sound of someone being in a train is heard.,13
920,A train is passing by and the horn is activated on the train,13
921,A journey on a train with announcements and the sound of doors is being recorded.,13
922,There is a sound on a train.,13
923,A man is walking in the snow on a train.,13
924,There is a voice over announcement on a train.,13
925,Passengers are entering and arranging themselves on a train.,13
926,Someone is talking about their life goals while traveling on a train.,13
927,Wheels of a train rotate swiftly along the track.,13
928,"A train door slams, someone honks, and train wheels rumble on the train tracks then they come to a halt.",13
929,Waiting on a train platform in the wind.,13
930,People are in a train and the conductor is checking tickets.,13
931,Someone is walking in the trains.,13
932,The sound in a passenger wagon on a train is being recorded.,13
933,There are traffic sounds on a train.,13
934,Someone is announcing the approach of a train service to a platform.,13
935,The man on the train is speaking over the soft music.,13
936,People on the train are talking while it is travelling.,13
937,"A train door slams , a train honks, train wheels rumble on the train tracks then they come to a halt.",13
938,People are talking on a train as it gathers speed.,13
939,Someone is in the train and hears the sound of the air.,13
940,"Announcement on a train saying ""stand clear of the doors"".",13
941,Train whistle woos over and over and rails on the train chug,13
942,People conversing in a train while one sings a song in the background,13
943,"People are talking on a train journey, passing a tunnel with high velocity, and voices are hardly heard until the train arrives to the destination.",13
944,Mind the gap announcement is being played on a train.,13
945,train sound is being recorded,13
946,the sound of train,13
947,children are playing in train,13
948,people are talking on train,13
949,some noise at the train,13
950,this is a sound in train,13
951,train,13
952,silence in train,13
953,this is an annoying sound in train,13
954,people are gathering at train,13
955,this is a fading sound at train,13
956,this is a continuous sound in train,13
957,sound on train,13
958,family are watching TV at train,13
959,driving cars on train,13
960,cars horn in train,13
961,a poor quality recording of train,13
962,this is a sound at train,13
963,this is a sound of train,13
964,they are playing sports at train,13
965,people are chatting on train,13
966,a clear sound of train,13
967,train is playing music,13
968,sound in the train,13
969,this is a clear sound of train,13
970,people are travelling on train,13
971,train sound can be heard,13
972,animal sounds in train,13
973,a sound at train,13
974,human activity sound in train,13
975,a blend of train sounds,13
976,pets making sound in train,13
977,a recording of train,13
978,tourists are shopping in train,13
979,someone is doing some cleaning in train,13
980,they are buying food at train,13
981,train is quiet,13
982,the sound of train,13
983,some noise in train,13
984,a small sound of train,13
985,this is a sound on train,13
986,this is a repetitive sound of train,13
987,a loud sound of train,13
988,a noisy train sound,13
989,a sound of train,13
990,people are eating at train,13
991,they are having fun at train,13
992,a snippet of the train sound,13
993,train sound in a video,13
994,A girl is jumping on a trampoline with birds in the background.,14
995,The sound of points being changed on a tram is heard.,14
996,The last station of a tram is being announced.,14
997,A journey on the tram is being recorded.,14
998,People are talking about art on a tram on the way to a museum.,14
999,"Someone is jumping on a trampoline and recording the sounds of the springs, material bending and stretching, and wind wooshing.",14
1000,human activity sound in tram,14
1001,tram is playing music,14
1002,this is a continuous sound in tram,14
1003,pets making sound in tram,14
1004,the sound of tram,14
1005,a small sound of tram,14
1006,people are chatting on tram,14
1007,this is a clear sound of tram,14
1008,this is a sound in tram,14
1009,a sound of tram,14
1010,they are having fun at tram,14
1011,cars horn in tram,14
1012,they are buying food at tram,14
1013,animal sounds in tram,14
1014,a blend of tram sounds,14
1015,people are travelling on tram,14
1016,some noise at the tram,14
1017,tram sound in a video,14
1018,a clear sound of tram,14
1019,people are eating at tram,14
1020,family are watching TV at tram,14
1021,they are playing sports at tram,14
1022,tram,14
1023,this is a fading sound at tram,14
1024,children are playing in tram,14
1025,silence in tram,14
1026,this is a sound of tram,14
1027,the sound of tram,14
1028,sound in the tram,14
1029,people are talking on tram,14
1030,a poor quality recording of tram,14
1031,tram is quiet,14
1032,a noisy tram sound,14
1033,a loud sound of tram,14
1034,sound on tram,14
1035,people are gathering at tram,14
1036,tram sound is being recorded,14
1037,this is a repetitive sound of tram,14
1038,this is a sound at tram,14
1039,tram sound can be heard,14
1040,a snippet of the tram sound,14
1041,this is a sound on tram,14
1042,this is an annoying sound in tram,14
1043,driving cars on tram,14
1044,some noise in tram,14
1045,tourists are shopping in tram,14
1046,someone is doing some cleaning in tram,14
1047,a sound at tram,14
1048,a recording of tram,14
